iter 159345, train , nav_error: 0.6059, oracle_error: 0.4771, steps: 26.0596, lengths: 10.1837, cls: 0.9210, ndtw: 0.8708, sdtw: 0.8523, success_rate: 0.9486, oracle_rate: 0.9623, spl: 0.9294, val_seen , nav_error: 3.9687, oracle_error: 2.5645, steps: 34.6699, lengths: 13.1773, cls: 0.6820, ndtw: 0.5728, sdtw: 0.4809, success_rate: 0.6259, oracle_rate: 0.6983, spl: 0.5838, val_unseen , nav_error: 4.6772, oracle_error: 2.9201, steps: 42.7420, lengths: 15.5765, cls: 0.6022, ndtw: 0.4687, sdtw: 0.3846, success_rate: 0.5653, oracle_rate: 0.6556, spl: 0.5027
iter 172033, train , nav_error: 1.1517, oracle_error: 0.8656, steps: 27.9686, lengths: 10.8093, cls: 0.8713, ndtw: 0.8052, sdtw: 0.7706, success_rate: 0.8942, oracle_rate: 0.9181, spl: 0.8665, val_seen , nav_error: 4.1220, oracle_error: 2.8019, steps: 37.6170, lengths: 14.3554, cls: 0.6658, ndtw: 0.5498, sdtw: 0.4473, success_rate: 0.5906, oracle_rate: 0.6729, spl: 0.5534, val_unseen , nav_error: 4.8304, oracle_error: 3.1205, steps: 46.9442, lengths: 16.9788, cls: 0.5915, ndtw: 0.4770, sdtw: 0.3848, success_rate: 0.5390, oracle_rate: 0.6309, spl: 0.4895
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 170662 iter 170662, train , nav_error: 1.1684, oracle_error: 0.8570, steps: 28.3579, lengths: 10.9647, cls: 0.8679, ndtw: 0.7997, sdtw: 0.7657, success_rate: 0.8923, oracle_rate: 0.9187, spl: 0.8626, val_seen , nav_error: 4.3749, oracle_error: 2.8555, steps: 40.6200, lengths: 15.6913, cls: 0.6523, ndtw: 0.5346, sdtw: 0.4368, success_rate: 0.5779, oracle_rate: 0.6670, spl: 0.5416, val_unseen , nav_error: 4.9044, oracle_error: 3.0966, steps: 49.9889, lengths: 18.0666, cls: 0.5824, ndtw: 0.4703, sdtw: 0.3788, success_rate: 0.5347, oracle_rate: 0.6377, spl: 0.4794
iter 172201, train , nav_error: 0.9490, oracle_error: 0.7408, steps: 27.1033, lengths: 10.4940, cls: 0.8896, ndtw: 0.8281, sdtw: 0.7989, success_rate: 0.9161, oracle_rate: 0.9345, spl: 0.8917, val_seen , nav_error: 4.1750, oracle_error: 2.7995, steps: 35.2135, lengths: 13.3511, cls: 0.6687, ndtw: 0.5508, sdtw: 0.4535, success_rate: 0.6014, oracle_rate: 0.6738, spl: 0.5628, val_unseen , nav_error: 4.6495, oracle_error: 3.0116, steps: 42.4759, lengths: 14.9066, cls: 0.6110, ndtw: 0.4986, sdtw: 0.4132, success_rate: 0.5615, oracle_rate: 0.6420, spl: 0.5155
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 170662 iter 170662, train , nav_error: 1.1684, oracle_error: 0.8570, steps: 28.3579, lengths: 10.9647, cls: 0.8679, ndtw: 0.7997, sdtw: 0.7657, success_rate: 0.8923, oracle_rate: 0.9187, spl: 0.8626, val_seen , nav_error: 4.3749, oracle_error: 2.8555, steps: 40.6200, lengths: 15.6913, cls: 0.6523, ndtw: 0.5346, sdtw: 0.4368, success_rate: 0.5779, oracle_rate: 0.6670, spl: 0.5416, val_unseen , nav_error: 4.9044, oracle_error: 3.0966, steps: 49.9889, lengths: 18.0666, cls: 0.5824, ndtw: 0.4703, sdtw: 0.3788, success_rate: 0.5347, oracle_rate: 0.6377, spl: 0.4794
iter 172467, train , nav_error: 0.9752, oracle_error: 0.7455, steps: 26.8282, lengths: 10.4593, cls: 0.8865, ndtw: 0.8243, sdtw: 0.7953, success_rate: 0.9143, oracle_rate: 0.9340, spl: 0.8883, val_seen , nav_error: 4.0526, oracle_error: 2.7130, steps: 35.8815, lengths: 13.6619, cls: 0.6708, ndtw: 0.5572, sdtw: 0.4531, success_rate: 0.5975, oracle_rate: 0.6768, spl: 0.5596, val_unseen , nav_error: 4.7571, oracle_error: 3.0251, steps: 41.9234, lengths: 15.5045, cls: 0.6034, ndtw: 0.4914, sdtw: 0.4024, success_rate: 0.5577, oracle_rate: 0.6462, spl: 0.5060
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 170662 iter 170662, train , nav_error: 1.1684, oracle_error: 0.8570, steps: 28.3579, lengths: 10.9647, cls: 0.8679, ndtw: 0.7997, sdtw: 0.7657, success_rate: 0.8923, oracle_rate: 0.9187, spl: 0.8626, val_seen , nav_error: 4.3749, oracle_error: 2.8555, steps: 40.6200, lengths: 15.6913, cls: 0.6523, ndtw: 0.5346, sdtw: 0.4368, success_rate: 0.5779, oracle_rate: 0.6670, spl: 0.5416, val_unseen , nav_error: 4.9044, oracle_error: 3.0966, steps: 49.9889, lengths: 18.0666, cls: 0.5824, ndtw: 0.4703, sdtw: 0.3788, success_rate: 0.5347, oracle_rate: 0.6377, spl: 0.4794
iter 172606, train , nav_error: 0.9546, oracle_error: 0.7598, steps: 27.3053, lengths: 10.5206, cls: 0.8862, ndtw: 0.8255, sdtw: 0.7954, success_rate: 0.9145, oracle_rate: 0.9318, spl: 0.8895, val_seen , nav_error: 4.1240, oracle_error: 2.7529, steps: 38.5054, lengths: 14.0862, cls: 0.6676, ndtw: 0.5518, sdtw: 0.4590, success_rate: 0.6043, oracle_rate: 0.6827, spl: 0.5701, val_unseen , nav_error: 4.5731, oracle_error: 2.9893, steps: 43.9378, lengths: 15.3080, cls: 0.6061, ndtw: 0.4835, sdtw: 0.3918, success_rate: 0.5530, oracle_rate: 0.6398, spl: 0.5045
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172606 iter 172606, train , nav_error: 0.9546, oracle_error: 0.7598, steps: 27.3053, lengths: 10.5206, cls: 0.8862, ndtw: 0.8255, sdtw: 0.7954, success_rate: 0.9145, oracle_rate: 0.9318, spl: 0.8895, val_seen , nav_error: 4.1240, oracle_error: 2.7529, steps: 38.5054, lengths: 14.0862, cls: 0.6676, ndtw: 0.5518, sdtw: 0.4590, success_rate: 0.6043, oracle_rate: 0.6827, spl: 0.5701, val_unseen , nav_error: 4.5731, oracle_error: 2.9893, steps: 43.9378, lengths: 15.3080, cls: 0.6061, ndtw: 0.4835, sdtw: 0.3918, success_rate: 0.5530, oracle_rate: 0.6398, spl: 0.5045
iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 173087, train , nav_error: 1.6868, oracle_error: 1.1943, steps: 31.0370, lengths: 11.9546, cls: 0.8221, ndtw: 0.7404, sdtw: 0.6936, success_rate: 0.8375, oracle_rate: 0.8768, spl: 0.7997, val_seen , nav_error: 4.8511, oracle_error: 3.1972, steps: 39.8129, lengths: 15.0173, cls: 0.6328, ndtw: 0.5160, sdtw: 0.4101, success_rate: 0.5465, oracle_rate: 0.6239, spl: 0.5096, val_unseen , nav_error: 5.1945, oracle_error: 3.2959, steps: 50.5905, lengths: 18.4844, cls: 0.5659, ndtw: 0.4499, sdtw: 0.3631, success_rate: 0.5211, oracle_rate: 0.6190, spl: 0.4628
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 173324, train , nav_error: 1.1483, oracle_error: 0.8461, steps: 27.8552, lengths: 10.8107, cls: 0.8706, ndtw: 0.8025, sdtw: 0.7700, success_rate: 0.8962, oracle_rate: 0.9214, spl: 0.8667, val_seen , nav_error: 4.3211, oracle_error: 2.8402, steps: 37.6836, lengths: 14.4812, cls: 0.6602, ndtw: 0.5417, sdtw: 0.4463, success_rate: 0.5877, oracle_rate: 0.6670, spl: 0.5525, val_unseen , nav_error: 4.9009, oracle_error: 3.1082, steps: 44.0115, lengths: 16.2270, cls: 0.5959, ndtw: 0.4799, sdtw: 0.3935, success_rate: 0.5543, oracle_rate: 0.6424, spl: 0.4990
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 173486, train , nav_error: 0.9525, oracle_error: 0.7399, steps: 26.9898, lengths: 10.4098, cls: 0.8896, ndtw: 0.8294, sdtw: 0.7997, success_rate: 0.9159, oracle_rate: 0.9342, spl: 0.8918, val_seen , nav_error: 4.2223, oracle_error: 2.8442, steps: 34.6376, lengths: 12.9488, cls: 0.6728, ndtw: 0.5636, sdtw: 0.4650, success_rate: 0.5994, oracle_rate: 0.6729, spl: 0.5680, val_unseen , nav_error: 4.6258, oracle_error: 3.0122, steps: 39.4232, lengths: 13.8820, cls: 0.6150, ndtw: 0.4958, sdtw: 0.4024, success_rate: 0.5632, oracle_rate: 0.6492, spl: 0.5159
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 173718, train , nav_error: 1.8375, oracle_error: 1.2540, steps: 31.9147, lengths: 12.3244, cls: 0.8084, ndtw: 0.7224, sdtw: 0.6734, success_rate: 0.8224, oracle_rate: 0.8680, spl: 0.7802, val_seen , nav_error: 4.7867, oracle_error: 3.1328, steps: 41.6807, lengths: 15.9595, cls: 0.6232, ndtw: 0.4994, sdtw: 0.4007, success_rate: 0.5485, oracle_rate: 0.6386, spl: 0.5039, val_unseen , nav_error: 5.3272, oracle_error: 3.3265, steps: 50.5900, lengths: 18.9353, cls: 0.5582, ndtw: 0.4430, sdtw: 0.3571, success_rate: 0.5040, oracle_rate: 0.6007, spl: 0.4498
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 173836, train , nav_error: 0.8669, oracle_error: 0.6613, steps: 26.6977, lengths: 10.3698, cls: 0.8989, ndtw: 0.8384, sdtw: 0.8132, success_rate: 0.9244, oracle_rate: 0.9422, spl: 0.9021, val_seen , nav_error: 4.2496, oracle_error: 2.7918, steps: 34.6249, lengths: 12.8329, cls: 0.6721, ndtw: 0.5592, sdtw: 0.4665, success_rate: 0.6161, oracle_rate: 0.6846, spl: 0.5768, val_unseen , nav_error: 4.8084, oracle_error: 3.0750, steps: 38.9834, lengths: 14.2028, cls: 0.6085, ndtw: 0.4843, sdtw: 0.3919, success_rate: 0.5543, oracle_rate: 0.6415, spl: 0.5029
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 173976, train , nav_error: 1.0450, oracle_error: 0.8145, steps: 27.5455, lengths: 10.5706, cls: 0.8796, ndtw: 0.8151, sdtw: 0.7823, success_rate: 0.9052, oracle_rate: 0.9239, spl: 0.8791, val_seen , nav_error: 4.1665, oracle_error: 2.7893, steps: 39.0901, lengths: 14.1550, cls: 0.6649, ndtw: 0.5520, sdtw: 0.4598, success_rate: 0.6082, oracle_rate: 0.6846, spl: 0.5692, val_unseen , nav_error: 4.6156, oracle_error: 3.0106, steps: 42.0732, lengths: 14.7294, cls: 0.6071, ndtw: 0.4830, sdtw: 0.3870, success_rate: 0.5483, oracle_rate: 0.6394, spl: 0.4999
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 174232, train , nav_error: 1.3612, oracle_error: 0.9962, steps: 28.5380, lengths: 11.0637, cls: 0.8527, ndtw: 0.7781, sdtw: 0.7401, success_rate: 0.8734, oracle_rate: 0.9023, spl: 0.8423, val_seen , nav_error: 4.5165, oracle_error: 3.0255, steps: 37.7865, lengths: 14.6065, cls: 0.6501, ndtw: 0.5311, sdtw: 0.4321, success_rate: 0.5788, oracle_rate: 0.6592, spl: 0.5410, val_unseen , nav_error: 5.0247, oracle_error: 3.2248, steps: 44.0417, lengths: 16.4227, cls: 0.5854, ndtw: 0.4688, sdtw: 0.3783, success_rate: 0.5330, oracle_rate: 0.6232, spl: 0.4811
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
BEST RESULT TILL NOW: val_unseen | Iter 172845 iter 172845, train , nav_error: 1.7347, oracle_error: 1.2117, steps: 31.6240, lengths: 12.0941, cls: 0.8173, ndtw: 0.7342, sdtw: 0.6901, success_rate: 0.8362, oracle_rate: 0.8753, spl: 0.7962, val_seen , nav_error: 4.7638, oracle_error: 3.1128, steps: 42.2165, lengths: 15.7801, cls: 0.6288, ndtw: 0.5073, sdtw: 0.4057, success_rate: 0.5485, oracle_rate: 0.6376, spl: 0.5065, val_unseen , nav_error: 5.2016, oracle_error: 3.3119, steps: 49.9953, lengths: 18.3991, cls: 0.5656, ndtw: 0.4495, sdtw: 0.3662, success_rate: 0.5198, oracle_rate: 0.6135, spl: 0.4663
iter 174475, train , nav_error: 1.8183, oracle_error: 1.2632, steps: 32.0362, lengths: 12.2522, cls: 0.8123, ndtw: 0.7274, sdtw: 0.6806, success_rate: 0.8272, oracle_rate: 0.8693, spl: 0.7891, val_seen , nav_error: 4.7729, oracle_error: 3.1454, steps: 40.0979, lengths: 15.1342, cls: 0.6303, ndtw: 0.5086, sdtw: 0.4065, success_rate: 0.5514, oracle_rate: 0.6337, spl: 0.5106, val_unseen , nav_error: 5.1554, oracle_error: 3.2974, steps: 50.4730, lengths: 18.6601, cls: 0.5690, ndtw: 0.4533, sdtw: 0.3708, success_rate: 0.5219, oracle_rate: 0.6100, spl: 0.4690
BEST RESULT TILL NOW: val_seen | Iter 164649 iter 164649, train , nav_error: 0.7315, oracle_error: 0.5817, steps: 26.2774, lengths: 10.2137, cls: 0.9090, ndtw: 0.8544, sdtw: 0.8312, success_rate: 0.9375, oracle_rate: 0.9514, spl: 0.9162, val_seen , nav_error: 3.9734, oracle_error: 2.5768, steps: 34.1009, lengths: 12.9630, cls: 0.6814, ndtw: 0.5734, sdtw: 0.4808, success_rate: 0.6278, oracle_rate: 0.7032, spl: 0.5870, val_unseen , nav_error: 4.5198, oracle_error: 2.8906, steps: 39.6582, lengths: 14.2324, cls: 0.6176, ndtw: 0.4936, sdtw: 0.4079, success_rate: 0.5764, oracle_rate: 0.6637, spl: 0.5248
